"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75722629","50.1","75722629-50","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","180","0.0104","1.87","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","51.1","75722629-51","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","650","0.0104","6.76","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","52.1","75722629-52","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","620","0.0104","6.45","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","53.1","75722629-53","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","255","0.0104","2.65","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","54.1","75722629-54","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","165","0.0104","1.72","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","55.1","75722629-55","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","265","0.0104","2.76","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","56.1","75722629-56","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","265","0.0104","2.76","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","57.1","75722629-57","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","720","0.0104","7.49","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","58.1","75722629-58","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","1425","0.0104","14.82","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","59.1","75722629-59","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","1835","0.0104","19.08","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","60.1","75722629-60","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","620","0.0104","6.45","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","61.1","75722629-61","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","1545","0.0104","16.07","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","62.1","75722629-62","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","620","0.0104","6.45","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","63.1","75722629-63","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","240","0.0104","2.5","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","64.1","75722629-64","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","350","0.0104","3.64","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","65.1","75722629-65","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","685","0.0104","7.12","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","66.1","75722629-66","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","685","0.0104","7.12","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","67.1","75722629-67","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","370","0.0104","3.85","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","68.1","75722629-68","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","60","0.0104","0.62","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","69.1","75722629-69","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","100","0.0104","1.04","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","70.1","75722629-70","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","95","0.0104","0.99","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","71.1","75722629-71","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","140","0.0104","1.46","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","72.1","75722629-72","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","70","0.0104","0.73","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","73.1","75722629-73","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","110","0.0104","1.14","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","74.1","75722629-74","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","90","0.0104","0.94","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","75.1","75722629-75","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","110","0.0104","1.14","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","76.1","75722629-76","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","175","0.0104","1.82","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","77.1","75722629-77","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","78.1","75722629-78","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","79.1","75722629-79","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","80.1","75722629-80","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","1355","0.0104","14.09","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","81.1","75722629-81","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","60","0.0104","0.62","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","82.1","75722629-82","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","100","0.0104","1.04","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","83.1","75722629-83","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","95","0.0104","0.99","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","84.1","75722629-84","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","335","0.0104","3.48","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","85.1","75722629-85","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","105","0.0104","1.09","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","86.1","75722629-86","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","105","0.0104","1.09","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","87.1","75722629-87","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","88.1","75722629-88","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","89.1","75722629-89","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","90.1","75722629-90","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","91.1","75722629-91","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","92.1","75722629-92","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","93.1","75722629-93","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","120","0.0104","1.25","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","94.1","75722629-94","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","95.1","75722629-95","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","450","0.0104","4.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","96.1","75722629-96","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","97.1","75722629-97","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","50","0.0104","0.52","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","98.1","75722629-98","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","45","0.0104","0.47","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","99.1","75722629-99","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","120","0.0104","1.25","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","100.1","75722629-100","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","280","0.0104","2.91","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","101.1","75722629-101","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","150","0.0104","1.56","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","102.1","75722629-102","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","85","0.0104","0.88","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","103.1","75722629-103","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","104.1","75722629-104","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","1690","0.0104","17.58","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","105.1","75722629-105","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","70","0.0104","0.73","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","106.1","75722629-106","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","60","0.0104","0.62","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","107.1","75722629-107","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","90","0.0104","0.94","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","108.1","75722629-108","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","95","0.0104","0.99","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","109.1","75722629-109","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","35","0.0104","0.36","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","110.1","75722629-110","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","111.1","75722629-111","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","112.1","75722629-112","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","113.1","75722629-113","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","40","0.0104","0.42","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","114.1","75722629-114","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","60","0.0104","0.62","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","115.1","75722629-115","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","65","0.0104","0.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","116.1","75722629-116","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","25","0.0104","0.26","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","117.1","75722629-117","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","35","0.0104","0.36","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","118.1","75722629-118","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","25","0.0104","0.26","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","119.1","75722629-119","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","25","0.0104","0.26","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","120.1","75722629-120","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681924","1-255069-000-02","NIKE INC.IM#681924.NIKE NON-RFID UPC CANADA.Trim#151769.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","121.1","75722629-121","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","125","0.0104","1.3","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
